"iteration","state","psi","randomNumber1","randomNumber2","epsilon","a","r","W"
30360,"row13col17",0.51334208328,0.344946265238,0.570052511962,0.431199907724,"North",0.0,0.0
30361,"row12col17",0.487674979116,0.152298210685,0.570052511962,0.431199907724,"North",0.0,0.0
30362,"row11col17",0.46329123016,0.20993504325,0.570052511962,0.431199907724,"North",0.0,0.0
30363,"row10col17",0.440126668652,0.930661836904,0.67893372502,0.53670876984,"South",0.0,0.0
30364,"row11col17",0.418120335219,0.36508876614,0.67893372502,0.53670876984,"North",0.0,0.0
30365,"row10col17",0.397214318458,0.970849386516,0.139282329641,0.581879664781,"North",0.0,0.0
30366,"row9col17",0.377353602535,0.301158227686,0.139282329641,0.581879664781,"North",0.0,0.0
30367,"row8col17",0.358485922409,0.410379728541,0.0853905241216,0.622646397465,"North",0.0,0.0
30368,"row7col17",0.340561626288,0.589049418261,0.739517742022,0.641514077591,"East",0.0,0.0
30369,"row7col18",0.323533544974,0.944682210704,0.127462630968,0.659438373712,"West",0.0,0.0
30370,"row7col17",0.307356867725,0.726434850858,0.404078668226,0.676466455026,"North",0.0,0.0
30371,"row6col17",0.291989024339,0.278440466078,0.404078668226,0.676466455026,"North",0.0,0.0
30372,"row5col17",0.277389573122,0.494753802246,0.57198705029,0.708010975661,"West",0.0,0.0
30373,"row5col16",0.263520094466,0.648521948984,0.157465462651,0.722610426878,"West",0.0,0.0
30374,"row5col15",0.250344089742,0.607452888871,0.769743317709,0.736479905534,"West",0.0,0.0
30375,"row5col14",0.237826885255,0.69746009232,0.702514039465,0.749655910258,"West",0.0,0.0
30376,"row5col13",0.225935540993,0.386064705172,0.225956736752,0.762173114745,"North",0.0,0.0
30377,"row4col13",0.214638763943,0.869152987217,0.745842986221,0.774064459007,"North",0.0,0.0
30378,"row3col13",0.203906825746,0.196592558591,0.745842986221,0.774064459007,"East",0.0,0.0
30379,"row3col14",0.193711484459,0.642304250492,0.207051406399,0.796093174254,"East",0.0,0.0
30380,"row3col15",0.184025910236,0.779829388372,0.945881078703,0.806288515541,"North",1.0,0.184025910236
30381,"row9col18",0.95,0.0857638429072,-1.0,-1,"West",0.0,0.0
30382,"row9col17",0.9025,0.877228639959,-1.0,-1,"North",0.0,0.0
30383,"row8col17",0.857375,0.49562571673,-1.0,-1,"North",0.0,0.0
30384,"row7col17",0.81450625,0.578814056241,-1.0,-1,"North",0.0,0.0
30385,"row6col17",0.7737809375,0.63577040615,-1.0,-1,"North",0.0,0.0
30386,"row5col17",0.735091890625,0.501458254765,-1.0,-1,"West",0.0,0.0
30387,"row5col16",0.698337296094,0.848139671908,0.0238112652776,0.264908109375,"West",0.0,0.0
30388,"row5col15",0.663420431289,0.185682811488,0.0238112652776,0.264908109375,"West",0.0,0.0
30389,"row5col14",0.630249409725,0.0649771439562,0.0238112652776,0.264908109375,"West",0.0,0.0
30390,"row5col13",0.598736939238,0.538253578017,0.0238112652776,0.264908109375,"North",0.0,0.0
30391,"row4col13",0.568800092276,0.455166774627,0.0238112652776,0.264908109375,"North",0.0,0.0
30392,"row3col13",0.540360087663,0.972719125957,0.846587790437,0.431199907724,"West",0.0,0.0
30393,"row3col13",0.51334208328,0.992546605918,0.883006378931,0.459639912337,"South",0.0,0.0
30394,"row4col13",0.487674979116,0.262694277985,0.883006378931,0.459639912337,"North",0.0,0.0
30395,"row3col13",0.46329123016,0.614405738512,0.698727605745,0.512325020884,"West",0.0,0.0
30396,"row3col13",0.440126668652,0.521502159026,0.937394379206,0.53670876984,"East",0.0,0.0
30397,"row3col14",0.418120335219,0.449959968282,0.283626369816,0.559873331348,"East",0.0,0.0
30398,"row3col15",0.397214318458,0.75652674369,0.425500906184,0.581879664781,"North",1.0,0.397214318458
30399,"row6col14",0.95,0.576251458102,-1.0,-1,"North",0.0,0.0
30400,"row5col14",0.9025,0.733988487445,-1.0,-1,"West",0.0,0.0
30401,"row5col13",0.857375,0.729683582247,-1.0,-1,"North",0.0,0.0
30402,"row4col13",0.81450625,0.350604583683,-1.0,-1,"North",0.0,0.0
30403,"row3col13",0.7737809375,0.628516772734,-1.0,-1,"East",0.0,0.0
30404,"row3col14",0.735091890625,0.910701509681,0.162016473828,0.2262190625,"East",0.0,0.0
30405,"row3col15",0.698337296094,0.119612428302,0.162016473828,0.2262190625,"North",1.0,0.698337296094
30406,"row15col2",0.95,0.776219565965,-1.0,-1,"North",0.0,0.0
30407,"row14col2",0.9025,0.510324488687,-1.0,-1,"East",0.0,0.0
30408,"row14col3",0.857375,0.841924774593,-1.0,-1,"East",0.0,0.0
30409,"row14col4",0.81450625,0.905956605591,0.319696442439,0.142625,"North",0.0,0.0
30410,"row14col4",0.7737809375,0.748617226196,0.319696442439,0.142625,"East",0.0,0.0
30411,"row14col5",0.735091890625,0.557212352092,0.319696442439,0.142625,"North",0.0,0.0
30412,"row13col5",0.698337296094,0.570676034437,0.319696442439,0.142625,"East",0.0,0.0
30413,"row13col6",0.663420431289,0.817641007232,0.336775549746,0.301662703906,"West",0.0,0.0
30414,"row13col5",0.630249409725,0.826944224811,0.660761143679,0.336579568711,"South",0.0,0.0
30415,"row14col5",0.598736939238,0.907058438822,0.766007872067,0.369750590275,"North",0.0,0.0
30416,"row13col5",0.568800092276,0.635534769597,0.0941566156743,0.401263060762,"East",0.0,0.0
30417,"row13col6",0.540360087663,0.997296769965,0.680501475767,0.431199907724,"West",0.0,0.0
30418,"row13col5",0.51334208328,0.869585379298,0.881448534013,0.459639912337,"South",0.0,0.0
30419,"row14col5",0.487674979116,0.232586953723,0.881448534013,0.459639912337,"North",0.0,0.0
30420,"row13col5",0.46329123016,0.343793661587,0.881448534013,0.459639912337,"East",0.0,0.0
30421,"row13col6",0.440126668652,0.100035306577,0.881448534013,0.459639912337,"North",0.0,0.0
30422,"row12col6",0.418120335219,0.259341488156,0.881448534013,0.459639912337,"North",0.0,0.0
30423,"row11col6",0.397214318458,0.521793156952,0.307079267353,0.581879664781,"North",0.0,0.0
30424,"row10col6",0.377353602535,0.990553682391,0.796480455873,0.602785681542,"North",0.0,0.0
30425,"row9col6",0.358485922409,0.59691594321,0.547432217892,0.622646397465,"North",0.0,0.0
30426,"row8col6",0.340561626288,0.666545591674,0.609320976245,0.641514077591,"North",0.0,0.0
30427,"row7col6",0.323533544974,0.239078758363,0.609320976245,0.641514077591,"North",0.0,0.0
30428,"row6col6",0.307356867725,0.950513911995,0.855664575193,0.676466455026,"West",0.0,0.0
30429,"row6col5",0.291989024339,0.103530847581,0.855664575193,0.676466455026,"East",0.0,0.0
30430,"row6col6",0.277389573122,0.719671336901,0.983274040794,0.708010975661,"North",0.0,0.0
30431,"row5col6",0.263520094466,0.430047568865,0.354463275822,0.722610426878,"East",0.0,0.0
30432,"row5col7",0.250344089742,0.804652795733,0.112741214585,0.736479905534,"East",0.0,0.0
30433,"row5col8",0.237826885255,0.736770207227,0.789378470432,0.749655910258,"North",0.0,0.0
30434,"row5col8",0.225935540993,0.843124163508,0.432786890924,0.762173114745,"East",0.0,0.0
30435,"row5col9",0.214638763943,0.0416123556459,0.432786890924,0.762173114745,"East",0.0,0.0
30436,"row5col10",0.203906825746,0.066263490379,0.432786890924,0.762173114745,"East",0.0,0.0
30437,"row5col11",0.193711484459,0.691593650394,0.429130572491,0.796093174254,"East",0.0,0.0
30438,"row5col12",0.184025910236,0.86953395734,0.795261798274,0.806288515541,"East",0.0,0.0
30439,"row5col13",0.174824614724,0.131853106763,0.795261798274,0.806288515541,"North",0.0,0.0
30440,"row4col13",0.166083383988,0.969865367082,0.327646511985,0.825175385276,"North",0.0,0.0
30441,"row3col13",0.157779214788,0.277951351489,0.0363321016364,0.833916616012,"East",0.0,0.0
30442,"row3col14",0.149890254049,0.141335296969,0.0363321016364,0.833916616012,"East",0.0,0.0
30443,"row3col15",0.142395741346,0.375125276564,0.546064335028,0.850109745951,"North",1.0,0.142395741346
30444,"row12col2",0.95,0.863164399401,-1.0,-1,"East",0.0,0.0
30445,"row12col3",0.9025,0.658411805631,-1.0,-1,"North",0.0,0.0
30446,"row11col3",0.857375,0.787081239403,-1.0,-1,"East",0.0,0.0
30447,"row11col4",0.81450625,0.364674296153,-1.0,-1,"East",0.0,0.0
30448,"row11col5",0.7737809375,0.840697614996,0.785817889982,0.18549375,"South",0.0,0.0
30449,"row12col5",0.735091890625,0.294408346654,0.785817889982,0.18549375,"East",0.0,0.0
30450,"row12col6",0.698337296094,0.322957388684,0.785817889982,0.18549375,"North",0.0,0.0
30451,"row11col6",0.663420431289,0.675741724438,0.785817889982,0.18549375,"North",0.0,0.0
30452,"row10col6",0.630249409725,0.358682065638,0.785817889982,0.18549375,"North",0.0,0.0
30453,"row9col6",0.598736939238,0.913899755643,0.286473668545,0.369750590275,"North",0.0,0.0
30454,"row8col6",0.568800092276,0.983855896435,0.798981581409,0.401263060762,"North",0.0,0.0
30455,"row7col6",0.540360087663,0.785344780209,0.529196620827,0.431199907724,"West",0.0,0.0
30456,"row7col5",0.51334208328,0.291224127528,0.529196620827,0.431199907724,"East",0.0,0.0
30457,"row7col6",0.487674979116,0.311637153906,0.529196620827,0.431199907724,"North",0.0,0.0
30458,"row6col6",0.46329123016,0.64064603116,0.916224191195,0.512325020884,"East",0.0,0.0
30459,"row6col7",0.440126668652,0.52558470313,0.361309748312,0.53670876984,"North",0.0,0.0
30460,"row5col7",0.418120335219,0.439508635542,0.361309748312,0.53670876984,"East",0.0,0.0
30461,"row5col8",0.397214318458,0.609496830618,0.405737440749,0.581879664781,"East",0.0,0.0
30462,"row5col9",0.377353602535,0.0568919692648,0.405737440749,0.581879664781,"East",0.0,0.0
30463,"row5col10",0.358485922409,0.196416285903,0.405737440749,0.581879664781,"East",0.0,0.0
30464,"row5col11",0.340561626288,0.988675804505,0.96826862766,0.641514077591,"North",0.0,0.0
30465,"row5col11",0.323533544974,0.273991852012,0.96826862766,0.641514077591,"East",0.0,0.0
30466,"row5col12",0.307356867725,0.69641258223,0.360902798374,0.676466455026,"East",0.0,0.0
30467,"row5col13",0.291989024339,0.211988012297,0.360902798374,0.676466455026,"North",0.0,0.0
30468,"row4col13",0.277389573122,0.317751898821,0.719327849964,0.708010975661,"East",0.0,0.0
30469,"row4col13",0.263520094466,0.55781124386,0.530008299725,0.722610426878,"North",0.0,0.0
30470,"row3col13",0.250344089742,0.0151641623263,0.530008299725,0.722610426878,"East",0.0,0.0
30471,"row3col14",0.237826885255,0.27823325235,0.171468960142,0.749655910258,"East",0.0,0.0
30472,"row3col15",0.225935540993,0.513619114125,0.687420910192,0.762173114745,"North",1.0,0.225935540993
30473,"row17col14",0.95,0.35042180158,-1.0,-1,"East",0.0,0.0
30474,"row17col15",0.9025,0.303212105726,-1.0,-1,"North",0.0,0.0
30475,"row16col15",0.857375,0.453670723879,-1.0,-1,"North",0.0,0.0
30476,"row15col15",0.81450625,0.453098376394,-1.0,-1,"East",0.0,0.0
30477,"row15col16",0.7737809375,0.721406023418,-1.0,-1,"East",0.0,0.0
30478,"row15col17",0.735091890625,0.327257293282,-1.0,-1,"North",0.0,0.0
30479,"row14col17",0.698337296094,0.150714177863,-1.0,-1,"North",0.0,0.0
30480,"row13col17",0.663420431289,0.760199976785,0.427255564324,0.301662703906,"North",0.0,0.0
30481,"row12col17",0.630249409725,0.25386530258,0.427255564324,0.301662703906,"North",0.0,0.0
30482,"row11col17",0.598736939238,0.55349828205,0.427255564324,0.301662703906,"North",0.0,0.0
30483,"row10col17",0.568800092276,0.56594295701,0.427255564324,0.301662703906,"North",0.0,0.0
30484,"row9col17",0.540360087663,0.563156344411,0.427255564324,0.301662703906,"North",0.0,0.0
30485,"row8col17",0.51334208328,0.289276160722,0.427255564324,0.301662703906,"North",0.0,0.0
30486,"row7col17",0.487674979116,0.243248645153,0.427255564324,0.301662703906,"North",0.0,0.0
30487,"row6col17",0.46329123016,0.0976839195068,0.427255564324,0.301662703906,"North",0.0,0.0
30488,"row5col17",0.440126668652,0.950033134206,0.382263679127,0.53670876984,"West",0.0,0.0
30489,"row5col16",0.418120335219,0.558885330735,0.0922710948058,0.559873331348,"West",0.0,0.0
30490,"row5col15",0.397214318458,0.549483171686,0.385663035512,0.581879664781,"West",0.0,0.0
30491,"row5col14",0.377353602535,0.671202408357,0.167322970387,0.602785681542,"West",0.0,0.0
30492,"row5col13",0.358485922409,0.867744782172,0.225745576175,0.622646397465,"North",0.0,0.0
30493,"row4col13",0.340561626288,0.774346324923,0.27373809389,0.641514077591,"North",0.0,0.0
30494,"row3col13",0.323533544974,0.698251891671,0.22343065086,0.659438373712,"East",0.0,0.0
30495,"row3col14",0.307356867725,0.574179174323,0.881962357166,0.676466455026,"East",0.0,0.0
30496,"row3col15",0.291989024339,0.191615168584,0.881962357166,0.676466455026,"North",1.0,0.291989024339
30497,"row5col17",0.95,0.983039515162,-1.0,-1,"West",0.0,0.0
30498,"row5col16",0.9025,0.159340203984,-1.0,-1,"West",0.0,0.0
30499,"row5col15",0.857375,0.38158497581,-1.0,-1,"West",0.0,0.0
30500,"row5col14",0.81450625,0.307876114454,-1.0,-1,"West",0.0,0.0
30501,"row5col13",0.7737809375,0.720548577785,-1.0,-1,"North",0.0,0.0
30502,"row4col13",0.735091890625,0.47660948795,-1.0,-1,"North",0.0,0.0
30503,"row3col13",0.698337296094,0.825197612536,0.445107883707,0.264908109375,"West",0.0,0.0
30504,"row3col13",0.663420431289,0.341793517938,0.445107883707,0.264908109375,"East",0.0,0.0
30505,"row3col14",0.630249409725,0.427707592747,0.445107883707,0.264908109375,"East",0.0,0.0
30506,"row3col15",0.598736939238,0.262953918086,0.445107883707,0.264908109375,"North",1.0,0.598736939238
30507,"row3col13",0.95,0.216958166425,-1.0,-1,"East",0.0,0.0
30508,"row3col14",0.9025,0.750967633337,-1.0,-1,"East",0.0,0.0
30509,"row3col15",0.857375,0.373506848584,-1.0,-1,"North",1.0,0.857375
30510,"row2col2",0.95,0.825640943886,-1.0,-1,"South",0.0,0.0
30511,"row3col2",0.9025,0.417864467143,-1.0,-1,"East",0.0,0.0
30512,"row3col3",0.857375,0.730399054247,-1.0,-1,"East",0.0,0.0
30513,"row3col4",0.81450625,0.988335080603,0.194720839743,0.142625,"East",0.0,0.0
30514,"row3col5",0.7737809375,0.124634910257,0.194720839743,0.142625,"South",0.0,0.0
30515,"row4col5",0.735091890625,0.60368077684,0.194720839743,0.142625,"South",0.0,0.0
30516,"row5col5",0.698337296094,0.421758067387,0.194720839743,0.142625,"East",0.0,0.0
30517,"row5col6",0.663420431289,0.870468735222,0.26151454219,0.301662703906,"East",0.0,0.0
30518,"row5col7",0.630249409725,0.655158114162,0.26151454219,0.301662703906,"East",0.0,0.0
30519,"row5col8",0.598736939238,0.420926781456,0.26151454219,0.301662703906,"East",0.0,0.0
30520,"row5col9",0.568800092276,0.0913413154513,0.26151454219,0.301662703906,"East",0.0,0.0
30521,"row5col10",0.540360087663,0.0781869261848,0.26151454219,0.301662703906,"East",0.0,0.0
30522,"row5col11",0.51334208328,0.710324369901,0.58636435853,0.459639912337,"South",0.0,0.0
30523,"row6col11",0.487674979116,0.27238656753,0.58636435853,0.459639912337,"North",0.0,0.0
30524,"row5col11",0.46329123016,0.988776824452,0.296390656525,0.512325020884,"East",0.0,0.0
30525,"row5col12",0.440126668652,0.00744797193654,0.296390656525,0.512325020884,"East",0.0,0.0
30526,"row5col13",0.418120335219,0.345277023067,0.296390656525,0.512325020884,"North",0.0,0.0
30527,"row4col13",0.397214318458,0.2784076223,0.296390656525,0.512325020884,"North",0.0,0.0
30528,"row3col13",0.377353602535,0.693015512932,0.817013547225,0.602785681542,"West",0.0,0.0
30529,"row3col13",0.358485922409,0.533397876498,0.0579869040185,0.622646397465,"East",0.0,0.0
30530,"row3col14",0.340561626288,0.373085656592,0.866866881323,0.641514077591,"West",0.0,0.0
30531,"row3col13",0.323533544974,0.663675096087,0.109652624926,0.659438373712,"East",0.0,0.0
30532,"row3col14",0.307356867725,0.627662055638,0.811692169999,0.676466455026,"North",0.0,0.0
30533,"row2col14",0.291989024339,0.712802224649,0.542300774146,0.692643132275,"East",1.0,0.291989024339
30534,"row12col14",0.95,0.637892752146,-1.0,-1,"East",0.0,0.0
30535,"row12col15",0.9025,0.568017061247,-1.0,-1,"East",0.0,0.0
30536,"row12col16",0.857375,0.152192612247,-1.0,-1,"East",0.0,0.0
30537,"row12col17",0.81450625,0.188417722931,-1.0,-1,"North",0.0,0.0
30538,"row11col17",0.7737809375,0.206510318016,-1.0,-1,"North",0.0,0.0
30539,"row10col17",0.735091890625,0.242631240646,-1.0,-1,"North",0.0,0.0
30540,"row9col17",0.698337296094,0.466006298506,-1.0,-1,"North",0.0,0.0
30541,"row8col17",0.663420431289,0.925065502738,0.675500153597,0.301662703906,"South",0.0,0.0
30542,"row9col17",0.630249409725,0.0962123771637,0.675500153597,0.301662703906,"North",0.0,0.0
30543,"row8col17",0.598736939238,0.96292749278,0.77830839234,0.369750590275,"South",0.0,0.0
30544,"row9col17",0.568800092276,0.219783920538,0.77830839234,0.369750590275,"North",0.0,0.0
30545,"row8col17",0.540360087663,0.02486558262,0.77830839234,0.369750590275,"North",0.0,0.0
30546,"row7col17",0.51334208328,0.0413600614367,0.77830839234,0.369750590275,"North",0.0,0.0
30547,"row6col17",0.487674979116,0.733178767342,0.342742534651,0.48665791672,"North",0.0,0.0
30548,"row5col17",0.46329123016,0.0843823116236,0.342742534651,0.48665791672,"West",0.0,0.0
30549,"row5col16",0.440126668652,0.86272960078,0.544535155281,0.53670876984,"East",0.0,0.0
30550,"row5col17",0.418120335219,0.401710220802,0.544535155281,0.53670876984,"West",0.0,0.0
30551,"row5col16",0.397214318458,0.445291106807,0.64674362773,0.581879664781,"North",0.0,0.0
30552,"row5col16",0.377353602535,0.236748084631,0.64674362773,0.581879664781,"West",0.0,0.0
30553,"row5col15",0.358485922409,0.501304592606,0.00125384562986,0.622646397465,"West",0.0,0.0
30554,"row5col14",0.340561626288,0.326225924282,0.00125384562986,0.622646397465,"West",0.0,0.0
30555,"row5col13",0.323533544974,0.555819405819,0.944174504636,0.659438373712,"South",0.0,0.0
30556,"row6col13",0.307356867725,0.873374150607,0.167445810342,0.676466455026,"North",0.0,0.0
30557,"row5col13",0.291989024339,0.888208138863,0.363893753364,0.692643132275,"North",0.0,0.0
30558,"row4col13",0.277389573122,0.472382287501,0.135435141732,0.708010975661,"North",0.0,0.0
30559,"row3col13",0.263520094466,0.826960813906,0.0596702549085,0.722610426878,"East",0.0,0.0
30560,"row3col14",0.250344089742,0.730958597634,0.483312128088,0.736479905534,"East",0.0,0.0
30561,"row3col15",0.237826885255,0.963598933572,0.0195921343098,0.749655910258,"North",1.0,0.237826885255
30562,"row18col10",0.95,0.39982371135,-1.0,-1,"West",0.0,0.0
30563,"row18col9",0.9025,0.604057948432,-1.0,-1,"West",0.0,0.0
30564,"row18col8",0.857375,0.050750525384,-1.0,-1,"West",0.0,0.0
30565,"row18col7",0.81450625,0.860921235952,0.433237083467,0.142625,"West",0.0,0.0
30566,"row18col6",0.7737809375,0.784352335269,0.433237083467,0.142625,"East",0.0,0.0
30567,"row18col7",0.735091890625,0.80486905391,0.312460877761,0.2262190625,"West",0.0,0.0
30568,"row18col6",0.698337296094,0.352234928493,0.312460877761,0.2262190625,"East",0.0,0.0
30569,"row18col7",0.663420431289,0.435378770571,0.312460877761,0.2262190625,"North",0.0,0.0
30570,"row17col7",0.630249409725,0.783590447461,0.868534254562,0.336579568711,"North",0.0,0.0
30571,"row16col7",0.598736939238,0.0399234118427,0.868534254562,0.336579568711,"North",0.0,0.0
30572,"row15col7",0.568800092276,0.314888518555,0.868534254562,0.336579568711,"West",0.0,0.0
30573,"row15col6",0.540360087663,0.254604428721,0.868534254562,0.336579568711,"North",0.0,0.0
30574,"row14col6",0.51334208328,0.757665662397,0.517102754587,0.459639912337,"West",0.0,0.0
30575,"row14col5",0.487674979116,0.450083256073,0.517102754587,0.459639912337,"North",0.0,0.0
30576,"row13col5",0.46329123016,0.761591024926,0.591836214049,0.512325020884,"South",0.0,0.0
30577,"row14col5",0.440126668652,0.784335767769,0.711722053411,0.53670876984,"South",0.0,0.0
30578,"row15col5",0.418120335219,0.286792610976,0.711722053411,0.53670876984,"East",0.0,0.0
30579,"row15col6",0.397214318458,0.0609150328414,0.711722053411,0.53670876984,"North",0.0,0.0
30580,"row14col6",0.377353602535,0.419557650216,0.215726407096,0.602785681542,"North",0.0,0.0
30581,"row13col6",0.358485922409,0.439241582579,0.453463816374,0.622646397465,"North",0.0,0.0
30582,"row12col6",0.340561626288,0.467472806107,0.489017364984,0.641514077591,"North",0.0,0.0
30583,"row11col6",0.323533544974,0.42756185866,0.26946698809,0.659438373712,"North",0.0,0.0
30584,"row10col6",0.307356867725,0.39453203545,0.55767598866,0.676466455026,"North",0.0,0.0
30585,"row9col6",0.291989024339,0.393240367754,0.839470799238,0.692643132275,"North",0.0,0.0
30586,"row8col6",0.277389573122,0.324517812161,0.8407113306,0.708010975661,"North",0.0,0.0
30587,"row7col6",0.263520094466,0.200946094748,0.8407113306,0.708010975661,"North",0.0,0.0
30588,"row6col6",0.250344089742,0.991624884988,0.20424585547,0.736479905534,"North",0.0,0.0
30589,"row5col6",0.237826885255,0.587805629247,0.400674875287,0.749655910258,"East",0.0,0.0
30590,"row5col7",0.225935540993,0.993003034681,0.486351502642,0.762173114745,"East",0.0,0.0
30591,"row5col8",0.214638763943,0.0721208955358,0.486351502642,0.762173114745,"East",0.0,0.0
30592,"row5col9",0.203906825746,0.49029694011,0.476279497981,0.785361236057,"East",0.0,0.0
30593,"row5col10",0.193711484459,0.461988581586,0.0520170481197,0.796093174254,"East",0.0,0.0
30594,"row5col11",0.184025910236,0.500014121149,0.400512557008,0.806288515541,"East",0.0,0.0
30595,"row5col12",0.174824614724,0.531223012007,0.709495512715,0.815974089764,"East",0.0,0.0
30596,"row5col13",0.166083383988,0.860401456987,0.464570423065,0.825175385276,"North",0.0,0.0
30597,"row4col13",0.157779214788,0.010401256724,0.464570423065,0.825175385276,"North",0.0,0.0
30598,"row3col13",0.149890254049,0.678286397392,0.426160363215,0.842220785212,"East",0.0,0.0
30599,"row3col14",0.142395741346,0.438980384139,0.364465515385,0.850109745951,"East",0.0,0.0
30600,"row3col15",0.135275954279,0.870224254052,0.804397539318,0.857604258654,"North",1.0,0.135275954279
30601,"row7col10",0.95,0.802350458877,-1.0,-1,"North",0.0,0.0
30602,"row6col10",0.9025,0.375025263469,-1.0,-1,"North",0.0,0.0
30603,"row5col10",0.857375,0.548527561893,-1.0,-1,"East",0.0,0.0
30604,"row5col11",0.81450625,0.7184568101,-1.0,-1,"East",0.0,0.0
30605,"row5col12",0.7737809375,0.272256887192,-1.0,-1,"East",0.0,0.0
30606,"row5col13",0.735091890625,0.349432520253,-1.0,-1,"North",0.0,0.0
30607,"row4col13",0.698337296094,0.379479974892,-1.0,-1,"North",0.0,0.0
30608,"row3col13",0.663420431289,0.562525769914,-1.0,-1,"East",0.0,0.0
30609,"row3col14",0.630249409725,0.513172282368,-1.0,-1,"East",0.0,0.0
30610,"row3col15",0.598736939238,0.186665019188,-1.0,-1,"North",1.0,0.598736939238
30611,"row3col15",0.95,0.71545018649,-1.0,-1,"North",1.0,0.95
30612,"row8col3",0.95,0.121675147695,-1.0,-1,"East",0.0,0.0
30613,"row8col4",0.9025,0.384781560274,-1.0,-1,"East",0.0,0.0
30614,"row8col5",0.857375,0.686393613409,-1.0,-1,"East",0.0,0.0
30615,"row8col6",0.81450625,0.741793901743,-1.0,-1,"North",0.0,0.0
30616,"row7col6",0.7737809375,0.625252004303,-1.0,-1,"North",0.0,0.0
30617,"row6col6",0.735091890625,0.786534963352,0.265408312892,0.2262190625,"South",0.0,0.0
30618,"row7col6",0.698337296094,0.756666469661,0.737305273989,0.264908109375,"East",0.0,0.0
30619,"row7col6",0.663420431289,0.0474143803075,0.737305273989,0.264908109375,"North",0.0,0.0
30620,"row6col6",0.630249409725,0.20887112981,0.737305273989,0.264908109375,"North",0.0,0.0
30621,"row5col6",0.598736939238,0.602926503798,0.737305273989,0.264908109375,"East",0.0,0.0
30622,"row5col7",0.568800092276,0.753065198661,0.402710214572,0.401263060762,"North",0.0,0.0
30623,"row5col7",0.540360087663,0.716160085413,0.896450353175,0.431199907724,"North",0.0,0.0
30624,"row5col7",0.51334208328,0.779933912509,0.695762262345,0.459639912337,"South",0.0,0.0
30625,"row6col7",0.487674979116,0.0313388999888,0.695762262345,0.459639912337,"North",0.0,0.0
30626,"row5col7",0.46329123016,0.212327916003,0.695762262345,0.459639912337,"East",0.0,0.0
30627,"row5col8",0.440126668652,0.944264334335,0.354381203999,0.53670876984,"East",0.0,0.0
30628,"row5col9",0.418120335219,0.242620743558,0.354381203999,0.53670876984,"East",0.0,0.0
30629,"row5col10",0.397214318458,0.374569374261,0.354381203999,0.53670876984,"East",0.0,0.0
30630,"row5col11",0.377353602535,0.474734300838,0.025194354667,0.602785681542,"East",0.0,0.0
30631,"row5col12",0.358485922409,0.556115880358,0.282953296362,0.622646397465,"East",0.0,0.0
30632,"row5col13",0.340561626288,0.130670346395,0.282953296362,0.622646397465,"North",0.0,0.0
30633,"row4col13",0.323533544974,0.123013181866,0.282953296362,0.622646397465,"North",0.0,0.0
30634,"row3col13",0.307356867725,0.0609394828843,0.282953296362,0.622646397465,"East",0.0,0.0
30635,"row3col14",0.291989024339,0.36923921911,0.281858680809,0.692643132275,"East",0.0,0.0
30636,"row3col15",0.277389573122,0.494277565683,0.845229926743,0.708010975661,"South",0.0,0.0
30637,"row3col15",0.263520094466,0.0969553764206,0.845229926743,0.708010975661,"North",1.0,0.263520094466
30638,"row4col9",0.95,0.979925699452,-1.0,-1,"South",0.0,0.0
30639,"row5col9",0.9025,0.285301890597,-1.0,-1,"East",0.0,0.0
30640,"row5col10",0.857375,0.87406105475,-1.0,-1,"East",0.0,0.0
30641,"row5col11",0.81450625,0.924433407715,0.667359310498,0.142625,"East",0.0,0.0
30642,"row5col12",0.7737809375,0.123573572779,0.667359310498,0.142625,"East",0.0,0.0
30643,"row5col13",0.735091890625,0.623435403377,0.667359310498,0.142625,"North",0.0,0.0
30644,"row4col13",0.698337296094,0.0979966087374,0.667359310498,0.142625,"North",0.0,0.0
30645,"row3col13",0.663420431289,0.0642191073878,0.667359310498,0.142625,"East",0.0,0.0
30646,"row3col14",0.630249409725,0.623454079663,0.667359310498,0.142625,"East",0.0,0.0
30647,"row3col15",0.598736939238,0.89021195408,0.490238377634,0.369750590275,"West",0.0,0.0
30648,"row3col14",0.568800092276,0.404781657765,0.490238377634,0.369750590275,"East",0.0,0.0
30649,"row3col15",0.540360087663,0.420533772047,0.490238377634,0.369750590275,"North",1.0,0.540360087663
30650,"row17col16",0.95,0.5410228936,-1.0,-1,"West",0.0,0.0
30651,"row17col15",0.9025,0.434931829321,-1.0,-1,"North",0.0,0.0
30652,"row16col15",0.857375,0.0779930503866,-1.0,-1,"North",0.0,0.0
30653,"row15col15",0.81450625,0.689241438165,-1.0,-1,"East",0.0,0.0
30654,"row15col16",0.7737809375,0.658514928719,-1.0,-1,"East",0.0,0.0
30655,"row15col17",0.735091890625,0.493941574661,-1.0,-1,"North",0.0,0.0
30656,"row14col17",0.698337296094,0.474463258707,-1.0,-1,"North",0.0,0.0
30657,"row13col17",0.663420431289,0.660459281313,-1.0,-1,"North",0.0,0.0
30658,"row12col17",0.630249409725,0.972287347679,0.222080896118,0.336579568711,"North",0.0,0.0
30659,"row11col17",0.598736939238,0.0335828543207,0.222080896118,0.336579568711,"North",0.0,0.0
30660,"row10col17",0.568800092276,0.120960778385,0.222080896118,0.336579568711,"North",0.0,0.0
